prod_ai,group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength
amlodipine,negative_control,neg,PULMONARY FUNCTION TEST DECREASED,3,5749,261,1403274,1.0775150838686514,5752,264,1409287,3.2653,3.2667,1.1375,9.3816,1.8859,0.16965973968713832,0.22992292910559448,False,2.6216,0.9504,6.0841,1.1497,-0.4829,1,False,None
amlodipine,negative_control,neg,PULMONARY HYPERTENSION,16,5736,1081,1402454,4.47740169319663,5752,1097,1409287,3.7221,3.7299,2.2922,6.0694,27.2682,1.7710126263787374e-07,4.6539170210380145e-07,True,3.5141,2.2926,5.2016,1.729,1.0221,3,False,None
amlodipine,negative_control,neg,PULMONARY MASS,20,5732,1331,1402204,5.514101811767227,5752,1351,1409287,3.7561,3.766,2.4328,5.8299,35.6532,2.3575870677282116e-09,6.903793775856884e-09,True,3.5777,2.4449,5.0905,1.7692,1.1369,3,False,None
amlodipine,negative_control,neg,PULMONARY OEDEMA,47,5705,2750,1400785,11.415945793865976,5752,2797,1409287,4.2132,4.2399,3.1789,5.6551,108.4792,2.110490216241028e-25,1.0359311377555796e-24,True,4.0891,3.1985,5.1651,1.995,1.5826,3,False,None
amlodipine,negative_control,neg,PULMONARY THROMBOSIS,3,5749,874,1402661,3.5794724566394214,5752,877,1409287,0.9764,0.9764,0.3417,2.7904,0.0018,0.9664152473093663,1.0,False,0.8339,0.3023,1.9353,-0.221,-1.8536,0,False,None
amlodipine,negative_control,neg,PULMONARY VALVE DISEASE,6,5746,8,1403527,0.057140951417276965,5752,14,1409287,186.5622,186.7721,67.2423,518.7779,520.5797,3.1653562579889796e-115,3.8238333173904544e-114,True,41.2461,20.2859,76.6062,3.5443,2.3899,4,True,Strong
amlodipine,negative_control,neg,PURPURA,10,5742,459,1403076,1.9142218724787783,5752,469,1409287,5.5748,5.5832,3.0267,10.2991,30.1946,3.908034696032936e-08,1.066090470991045e-07,True,5.0156,2.9095,8.181,2.1208,1.2266,3,False,None
amlodipine,negative_control,neg,PUSTULAR PSORIASIS,3,5749,234,1403301,0.9673146775639029,5752,237,1409287,3.6413,3.6429,1.2674,10.4704,2.4389,0.11836196768813746,0.16611218110371337,False,2.895,1.0495,6.7185,1.2542,-0.3784,1,False,None
amlodipine,negative_control,neg,PYREXIA,108,5644,25364,1378171,103.96387960720563,5752,25472,1409287,1.0436,1.0444,0.8634,1.2635,0.123,0.7258141262985021,0.8048837202392982,False,1.0384,0.8841,1.2132,0.0547,-0.2174,0,False,None
amlodipine,negative_control,neg,QUADRIPARESIS,11,5741,122,1403413,0.5428390384641312,5752,133,1409287,22.9029,22.9468,12.53,42.0234,183.4075,8.738868491148518e-42,5.655915324459879e-41,True,17.4717,10.4043,27.8974,3.463,2.6105,4,True,Strong
amlodipine,negative_control,neg,RABBIT SYNDROME,3,5749,5,1403530,0.03265197223844398,5752,8,1409287,155.251,155.3449,40.6591,593.5223,187.2104,1.291975480344697e-42,8.432140856231983e-42,True,25.0251,9.0719,58.0767,2.7161,1.0835,4,True,Strong
amlodipine,negative_control,neg,RALES,23,5729,416,1403119,1.7917769765846134,5752,439,1409287,13.7652,13.8175,9.1117,20.9537,240.3882,3.2363231914478226e-54,2.4108973269623933e-53,True,12.2506,8.5959,17.0378,3.3581,2.7685,4,True,Strong
amlodipine,negative_control,neg,RASH,139,5613,32304,1371231,132.41599191647975,5752,32443,1409287,1.0535,1.0548,0.8914,1.2483,0.2873,0.591958356229964,0.6814876070401321,False,1.0494,0.9109,1.2039,0.0698,-0.1701,0,False,None
amlodipine,negative_control,neg,RASH ERYTHEMATOUS,15,5737,3962,1399573,16.232111699036462,5752,3977,1409287,0.9543,0.9542,0.579,1.5724,0.0332,0.8553127335432317,0.9170504339436408,False,0.922,0.5929,1.3815,-0.1104,-0.8405,0,False,None
amlodipine,negative_control,neg,RASH MACULAR,5,5747,2730,1400805,11.162893009018035,5752,2735,1409287,0.4914,0.4909,0.2126,1.1338,2.8901,0.08912284135037842,0.12850067545631297,False,0.4492,0.2059,0.8798,-1.0844,-2.349,0,False,None
amlodipine,negative_control,neg,RASH MACULO-PAPULAR,5,5747,1442,1402093,5.905925478628554,5752,1447,1409287,0.9302,0.9301,0.4025,2.1497,0.028,0.8670073857033032,0.9271276766108141,False,0.843,0.3865,1.6513,-0.22,-1.4846,0,False,None
amlodipine,negative_control,neg,RASH PAPULAR,4,5748,1116,1402419,4.571276113382157,5752,1120,1409287,0.9833,0.9833,0.3894,2.4826,0.0011,0.9733409140221967,1.0,False,0.8703,0.3627,1.8289,-0.1724,-1.5863,0,False,None
amlodipine,negative_control,neg,RASH PRURITIC,6,5746,3951,1399584,16.150481768440354,5752,3957,1409287,0.4013,0.4006,0.1855,0.8651,5.8064,0.015967599716281294,0.026324141702822074,True,0.3727,0.1833,0.6923,-1.3571,-2.5114,0,False,None
amlodipine,negative_control,neg,RASH PUSTULAR,6,5746,224,1403311,0.9387442018552644,5752,230,1409287,7.0636,7.0705,3.2403,15.428,22.2571,2.3847475137997623e-06,5.8352730306148795e-06,True,5.8862,2.895,10.9325,2.1756,1.0212,3,False,None
amlodipine,negative_control,neg,RAYNAUD'S PHENOMENON,15,5737,362,1403173,1.5387241917366725,5752,377,1409287,10.4316,10.4571,6.2855,17.3973,109.6547,1.1663913378078357e-25,5.765506780383906e-25,True,9.242,5.9428,13.8477,2.9265,2.1964,4,True,Moderate
amlodipine,negative_control,neg,RECTAL HAEMORRHAGE,12,5740,2588,1400947,10.611890977494292,5752,2600,1409287,1.1781,1.1785,0.6757,2.0556,0.0748,0.7845164929008671,0.8554460168764538,False,1.126,0.686,1.7646,0.1698,-0.6465,0,False,None
amlodipine,negative_control,neg,RED BLOOD CELL COUNT DECREASED,17,5735,2525,1401010,10.375164178765575,5752,2542,1409287,1.6905,1.6926,1.057,2.7105,3.6371,0.05650557617353265,0.08475261832007389,False,1.6292,1.0769,2.3848,0.6863,0.0005,2,False,None
amlodipine,negative_control,neg,RED BLOOD CELL SEDIMENTATION RATE INCREASED,32,5720,865,1402670,3.6611023872355313,5752,897,1409287,9.1611,9.2074,6.4808,13.0812,212.6889,3.558220788874743e-48,2.4897417758967015e-47,True,8.5444,6.336,11.3214,2.9654,2.4655,4,True,Moderate
amlodipine,negative_control,neg,RELAPSING-REMITTING MULTIPLE SCLEROSIS,21,5731,82,1403453,0.4203941425699662,5752,103,1409287,63.579,63.8137,39.6726,102.6449,963.0784,1.9047475830333583e-211,3.49440632459478e-210,True,41.2703,28.4708,58.2465,4.5459,3.9289,4,True,Strong
amlodipine,negative_control,neg,RENAL ARTERIOSCLEROSIS,4,5748,13,1403522,0.06938544100669346,5752,17,1409287,81.322,81.3849,27.9939,236.6051,170.3166,6.309890340149417e-39,3.9072578722587693e-38,True,25.5124,10.6326,53.6109,2.9824,1.5686,4,True,Strong
amlodipine,negative_control,neg,RENAL ARTERY STENOSIS,10,5742,60,1403475,0.2857047570863848,5752,70,1409287,42.3412,42.4168,22.0161,81.7214,298.4039,7.33673928526133e-67,6.251698697724126e-66,True,26.7783,15.5337,43.6785,3.7403,2.8461,4,True,Strong
amlodipine,negative_control,neg,RENAL ARTERY THROMBOSIS,4,5748,12,1403523,0.06530394447688796,5752,16,1409287,87.8277,87.8957,29.9142,258.2601,181.3921,2.407008125061889e-41,1.5469877927957676e-40,True,26.1845,10.9127,55.0233,2.9928,1.579,4,True,Strong
amlodipine,negative_control,neg,RENAL CELL CARCINOMA,6,5746,245,1403290,1.02445562898118,5752,251,1409287,6.4594,6.4656,2.9659,14.0948,19.636,9.368920821357231e-06,2.2026073018013892e-05,True,5.4334,2.6723,10.0914,2.0921,0.9377,3,False,None
amlodipine,negative_control,neg,RENAL CYST,10,5742,467,1403068,1.9468738447172222,5752,477,1409287,5.4794,5.4876,2.9752,10.1216,29.4333,5.787474714120952e-08,1.5614642771773193e-07,True,4.9352,2.8628,8.0499,2.1014,1.2072,3,False,None
amlodipine,negative_control,neg,RENAL DISORDER,27,5725,3288,1400247,13.530160996305224,5752,3315,1409287,2.0402,2.0452,1.4039,2.9793,12.5131,0.0004041068927347257,0.0008198867493586251,True,1.9859,1.4331,2.6953,0.9709,0.4267,3,False,None
amlodipine,negative_control,neg,RENAL FAILURE,94,5658,5857,1397678,24.288985848872514,5752,5951,1409287,3.9359,3.985,3.2466,4.8912,198.8635,3.6970108830553875e-45,2.5060161086887393e-44,True,3.8578,3.2463,4.5568,1.9306,1.639,3,False,None
amlodipine,negative_control,neg,RENAL FUNCTION TEST ABNORMAL,39,5713,413,1403122,1.8448364314720849,5752,452,1409287,23.3051,23.4593,16.9086,32.5479,731.523,4.178680375835864e-161,6.354178922018453e-160,True,20.1852,15.4056,26.0677,4.0743,3.6215,4,True,Strong
amlodipine,negative_control,neg,RENAL IMPAIRMENT,50,5702,6204,1397331,25.52567929740358,5752,6254,1409287,1.9857,1.9944,1.5102,2.634,22.7103,1.8835450832723692e-06,4.636816036749036e-06,True,1.9538,1.54,2.4509,0.9563,0.5565,2,False,None
amlodipine,negative_control,neg,RENAL INJURY,3,5749,808,1402727,3.3100936856722583,5752,811,1409287,1.0561,1.0562,0.3695,3.0189,0.0,1.0,1.0,False,0.9,0.3263,2.0887,-0.1225,-1.755,0,False,None
amlodipine,negative_control,neg,RENAL MASS,4,5748,136,1403399,0.5714095141727696,5752,140,1409287,8.0428,8.0483,3.1457,20.5916,15.0726,0.00010345221025244306,0.00022201660137109489,True,6.1367,2.5575,12.8955,2.0704,0.6566,3,False,None
amlodipine,negative_control,neg,RENAL PAIN,3,5749,739,1402796,3.028470425115679,5752,742,1409287,1.1547,1.1548,0.4039,3.3014,0.0,1.0,1.0,False,0.9813,0.3557,2.2773,-0.0117,-1.6443,0,False,None
amlodipine,negative_control,neg,RENAL TUBULAR ATROPHY,6,5746,58,1403477,0.26121577790755185,5752,64,1409287,27.1073,27.1369,12.0627,61.0484,105.5012,9.483884904996175e-25,4.594000077132795e-24,True,17.2538,8.4859,32.0454,3.0941,1.9397,4,True,Strong
amlodipine,negative_control,neg,RENAL TUBULAR INJURY,6,5746,155,1403380,0.657120941298685,5752,161,1409287,10.1979,10.2083,4.6557,22.3832,35.8416,2.1402548178621384e-09,6.284841442059833e-09,True,8.1062,3.9868,15.0556,2.4899,1.3355,3,False,None
amlodipine,negative_control,neg,RENAL TUBULAR NECROSIS,17,5735,570,1402965,2.395838462995827,5752,587,1409287,7.4836,7.5034,4.6599,12.0821,83.4054,6.683933217531536e-20,2.876802304014886e-19,True,6.8594,4.5342,10.041,2.5953,1.9095,4,True,Moderate
amlodipine,negative_control,neg,RENIN INCREASED,14,5738,11,1403524,0.10203741324513743,5752,25,1409287,307.6092,308.384,142.162,668.96,1766.4526,0.0,0.0,True,73.3054,46.3879,111.3197,4.5901,3.8343,4,True,Strong
amlodipine,negative_control,neg,RESPIRATION ABNORMAL,3,5749,620,1402915,2.5427723380688247,5752,623,1409287,1.3761,1.3763,0.4812,3.9368,0.0,1.0,1.0,False,1.1624,0.4214,2.6975,0.202,-1.4306,0,False,None
amlodipine,negative_control,neg,RESPIRATORY ARREST,11,5741,882,1402653,3.6447764011163093,5752,893,1409287,3.1792,3.1835,1.7783,5.699,12.9546,0.00031913723521965836,0.000653878902554516,True,2.959,1.7621,4.7247,1.4723,0.6197,3,False,None
amlodipine,negative_control,neg,RESPIRATORY DISORDER,11,5741,2182,1401353,8.950721889863456,5752,2193,1409287,1.2855,1.2861,0.72,2.2971,0.2697,0.6035446358990028,0.6923536614955895,False,1.2223,0.7279,1.9517,0.2831,-0.5694,0,False,None
amlodipine,negative_control,neg,RESPIRATORY DISTRESS,16,5736,1348,1402187,5.567161266654699,5752,1364,1409287,2.9851,2.9908,1.8393,4.8632,17.8119,2.4385618715541028e-05,5.54945971747939e-05,True,2.8371,1.8509,4.1995,1.4434,0.7365,3,False,None
amlodipine,negative_control,neg,RESPIRATORY FAILURE,39,5713,3842,1399693,15.840288032175135,5752,3881,1409287,2.5079,2.5183,1.8387,3.4492,32.6377,1.1103993123289236e-08,3.119693306066976e-08,True,2.4512,1.8708,3.1655,1.2734,0.8206,3,False,None
amlodipine,negative_control,neg,RESPIRATORY RATE DECREASED,5,5747,192,1403343,0.804054816371683,5752,197,1409287,6.9705,6.9762,2.9877,16.2891,17.0609,3.619972335457895e-05,8.083965472824217e-05,True,5.6559,2.5929,11.0784,2.0764,0.8118,3,False,None
amlodipine,negative_control,neg,RESPIRATORY RATE INCREASED,8,5744,718,1402817,2.963166480638791,5752,726,1409287,2.8862,2.889,1.4684,5.6839,6.9783,0.008250395653905547,0.0141916426699833,True,2.6374,1.4312,4.5379,1.2954,0.2956,3,False,None
amlodipine,negative_control,neg,RESPIRATORY TRACT CONGESTION,52,5700,1309,1402226,5.554916777065282,5752,1361,1409287,9.781,9.8619,7.4751,13.0107,381.9411,4.7029007673009594e-85,4.658682761429762e-84,True,9.2208,7.3023,11.5174,3.1161,2.724,4,True,Moderate
amlodipine,negative_control,neg,RESPIRATORY TRACT INFECTION,60,5692,2552,1400983,10.660868935851958,5752,2612,1409287,5.7825,5.8334,4.5146,7.5374,225.0739,7.074462291876245e-51,5.072840000251561e-50,True,5.5855,4.4966,6.873,2.4385,2.0734,4,True,Moderate
amlodipine,negative_control,neg,RESTLESS LEGS SYNDROME,11,5741,1126,1402409,4.640661554388851,5752,1137,1409287,2.4906,2.4935,1.394,4.4602,7.4344,0.00639898674978425,0.01118306333641205,True,2.336,1.3911,3.73,1.1616,0.309,3,False,None
amlodipine,negative_control,neg,RESTLESSNESS,12,5740,2038,1401497,8.36706788610127,5752,2050,1409287,1.496,1.4971,0.858,2.6122,1.1796,0.27743616403742066,0.3558729819594708,False,1.4249,0.8681,2.233,0.4954,-0.3209,0,False,None
amlodipine,negative_control,neg,RETINITIS,7,5745,299,1403236,1.2489379381204821,5752,306,1409287,6.1093,6.116,2.962,12.6286,22.173,2.491564732343911e-06,6.0835258735429045e-06,True,5.2685,2.7363,9.382,2.1004,1.0316,3,False,None
amlodipine,negative_control,neg,RETINOPATHY HYPERTENSIVE,6,5746,7,1403528,0.05305945488747146,5752,13,1409287,211.4371,211.6752,74.0238,605.297,561.465,4.035826458791606e-124,5.114127170719604e-123,True,42.426,20.8662,78.7976,3.5549,2.4005,4,True,Strong
amlodipine,negative_control,neg,RHABDOMYOLYSIS,47,5705,1969,1401566,8.228297004087883,5752,2016,1409287,5.8839,5.9246,4.4377,7.9096,178.9961,8.028231653189166e-41,5.132917940378855e-40,True,5.6561,4.4243,7.1445,2.4442,2.0317,4,True,Moderate
amlodipine,negative_control,neg,RHEUMATIC FEVER,6,5746,1140,1402395,4.6773950231571,5752,1146,1409287,1.3904,1.3909,0.6431,3.0081,0.1454,0.7029889569088505,0.7844078307289163,False,1.2698,0.6245,2.3584,0.3282,-0.8262,0,False,None
amlodipine,negative_control,neg,RHEUMATOID ARTHRITIS,47,5705,8732,1394803,35.83145803516246,5752,8779,1409287,1.327,1.3298,0.9987,1.7706,3.2095,0.07321240525758238,0.10732289580096802,False,1.3097,1.0245,1.6544,0.3867,-0.0258,0,False,None
amlodipine,negative_control,neg,RHEUMATOID FACTOR POSITIVE,6,5746,1026,1402509,4.2121044187592735,5752,1032,1409287,1.5448,1.5455,0.7144,3.3433,0.3957,0.5293228719516898,0.6215182583416196,False,1.4072,0.6921,2.6135,0.4641,-0.6903,0,False,None
amlodipine,negative_control,neg,RHINALGIA,5,5747,330,1403205,1.3673013374848417,5752,335,1409287,4.0599,4.0629,1.7486,9.44,7.2086,0.007255404529014012,0.012581379826352773,True,3.4693,1.5905,6.7955,1.5585,0.2939,3,False,None
amlodipine,negative_control,neg,RHINITIS,13,5739,658,1402877,2.738684171499489,5752,671,1409287,5.0016,5.011,2.9216,8.5947,34.9509,3.381328794042315e-09,9.819767614121707e-09,True,4.6139,2.868,7.1115,2.0595,1.2752,3,False,None
amlodipine,negative_control,neg,RHINITIS ALLERGIC,18,5734,334,1403201,1.4366867784915351,5752,352,1409287,13.4929,13.5332,8.4681,21.6279,180.3819,3.9998756836451767e-41,2.5651376666854934e-40,True,11.8251,7.9112,17.1338,3.2559,2.5894,4,True,Moderate
amlodipine,negative_control,neg,RHINORRHOEA,68,5684,5949,1397586,24.55836461983968,5752,6017,1409287,2.8089,2.8307,2.2276,3.5971,75.7168,3.27413843380428e-18,1.3497356595476001e-17,True,2.7608,2.2525,3.3556,1.4508,1.1079,3,False,None
amlodipine,negative_control,neg,RIB FRACTURE,3,5749,1434,1402101,5.8651105133304995,5752,1437,1409287,0.5952,0.595,0.2084,1.699,0.9586,0.3275351184920405,0.41161651169443614,False,0.5138,0.1863,1.1925,-0.8628,-2.4954,0,False,None
amlodipine,negative_control,neg,RIGHT VENTRICULAR FAILURE,3,5749,312,1403223,1.2856714068887316,5752,315,1409287,2.7324,2.7335,0.9529,7.8413,1.1519,0.28315123362668904,0.36254172708278326,False,2.2248,0.8065,5.1633,0.9709,-0.6617,0,False,None
amlodipine,negative_control,neg,ROAD TRAFFIC ACCIDENT,6,5746,3004,1400531,12.285304554714546,5752,3010,1409287,0.5278,0.5273,0.2441,1.1388,2.7414,0.09777949813255814,0.13967146982909476,False,0.4891,0.2406,0.9085,-0.976,-2.1304,0,False,None
amlodipine,negative_control,neg,ROTATOR CUFF SYNDROME,4,5748,863,1402672,3.5386574913413664,5752,867,1409287,1.2714,1.2716,0.5034,3.2123,0.0,1.0,1.0,False,1.118,0.466,2.3494,0.156,-1.2578,0,False,None
amlodipine,negative_control,neg,RUBBER SENSITIVITY,7,5745,164,1403371,0.6979359065967401,5752,171,1409287,11.1231,11.1363,5.3544,23.1615,48.4371,3.410492839342713e-12,1.1412152763227091e-11,True,8.9546,4.6508,15.946,2.6463,1.5776,4,True,Moderate
amlodipine,negative_control,neg,SARS-COV-2 TEST POSITIVE,12,5740,2012,1401523,8.260948976326327,5752,2024,1409287,1.5153,1.5164,0.8691,2.646,1.277,0.25844929380229675,0.3342212066968155,False,1.443,0.8791,2.2613,0.5128,-0.3035,0,False,None
amlodipine,negative_control,neg,SCAR,9,5743,1014,1402521,4.175370949991024,5752,1023,1409287,2.2846,2.2867,1.2065,4.3341,4.5008,0.03387807413309258,0.05280025290185075,False,2.1221,1.194,3.5476,1.0228,0.0803,2,False,None
amlodipine,negative_control,neg,SCHIZOAFFECTIVE DISORDER,55,5697,135,1403400,0.7754843406630445,5752,190,1409287,99.927,100.8907,73.7436,138.0312,3737.7198,0.0,0.0,True,63.6308,50.7242,79.0046,5.4434,5.0621,4,True,Strong
amlodipine,negative_control,neg,SCHIZOPHRENIA,7,5745,986,1402549,4.052926054096859,5752,993,1409287,1.8548,1.8559,0.9044,3.8085,1.4846,0.22305706513472193,0.29313005263160624,False,1.7024,0.8842,3.0316,0.7201,-0.3487,0,False,None
amlodipine,negative_control,neg,SCIATICA,6,5746,1837,1401698,7.522198104431531,5752,1843,1409287,0.863,0.8629,0.3993,1.8646,0.1397,0.708619938039478,0.7893772438699721,False,0.7952,0.3911,1.477,-0.3036,-1.458,0,False,None
amlodipine,negative_control,neg,SCOLIOSIS,7,5745,408,1403127,1.6938210598692813,5752,415,1409287,4.4792,4.4837,2.1766,9.2364,13.6973,0.00021475767911605825,0.00044709608566857577,True,3.9543,2.0537,7.0417,1.7734,0.7047,3,False,None
amlodipine,negative_control,neg,SCRATCH,9,5743,1256,1402279,5.163093110203954,5752,1265,1409287,1.8445,1.8459,0.9745,3.4967,2.1674,0.140961937014374,0.1942985301338208,False,1.7231,0.9695,2.8805,0.7463,-0.1962,0,False,None
amlodipine,negative_control,neg,SEASONAL ALLERGY,25,5727,1940,1401595,8.020140681067803,5752,1965,1409287,3.2059,3.2158,2.1739,4.7569,34.0492,5.373541485795158e-09,1.5375312689714567e-08,True,3.0886,2.1997,4.2404,1.5815,1.016,3,False,None
amlodipine,negative_control,neg,SEBORRHOEA,4,5748,215,1403320,0.893847740027404,5752,219,1409287,5.0944,5.0976,2.0034,12.9706,7.631,0.005737445449626297,0.010086688960904396,True,4.1247,1.719,8.6676,1.6909,0.277,3,False,None
amlodipine,negative_control,neg,SEBORRHOEIC KERATOSIS,7,5745,104,1403431,0.4530461148084102,5752,111,1409287,17.5095,17.5311,8.3528,36.7948,81.0478,2.2032186108013896e-19,9.36526642919899e-19,True,12.9956,6.7495,23.1421,2.9763,1.9075,4,True,Moderate
amlodipine,negative_control,neg,SECOND PRIMARY MALIGNANCY,11,5741,658,1402877,2.730521178439878,5752,669,1409287,4.2606,4.2671,2.3806,7.6486,22.2086,2.4457939163841387e-06,5.9767164126351965e-06,True,3.9183,2.3333,6.2564,1.8318,0.9792,3,False,None
amlodipine,negative_control,neg,SECRETION DISCHARGE,12,5740,1230,1402305,5.0692186900184275,5752,1242,1409287,2.4783,2.4815,1.4206,4.3347,8.1987,0.004192016767301424,0.007505735289839281,True,2.3358,1.423,3.6604,1.1664,0.3501,3,False,None
amlodipine,negative_control,neg,SEDATION,44,5708,1672,1401863,7.003848045146234,5752,1716,1409287,6.4912,6.534,4.8461,8.8097,191.1889,1.749100329534626e-43,1.1616042260529372e-42,True,6.2096,4.8164,7.9035,2.5681,2.1418,4,True,Moderate
amlodipine,negative_control,neg,SEDATION COMPLICATION,47,5705,217,1403318,1.0775150838686514,5752,264,1409287,53.2799,53.7152,39.2014,73.6025,1922.9854,0.0,0.0,True,40.3101,31.5309,50.9177,4.9122,4.4997,4,True,Strong
amlodipine,negative_control,neg,SEIZURE,14,5738,10317,1393218,42.16594064942059,5752,10331,1409287,0.3429,0.3412,0.2037,0.5715,18.3612,1.827431402011046e-05,4.2044319419221534e-05,True,0.3325,0.2104,0.5049,-1.557,-2.3128,0,False,None
amlodipine,negative_control,neg,SELF-MEDICATION,5,5747,226,1403309,0.9428256983850699,5752,231,1409287,5.9241,5.9288,2.5436,13.8192,13.478,0.000241373677633454,0.0005002475404093645,True,4.8957,2.2444,9.5894,1.9305,0.666,3,False,None
amlodipine,negative_control,neg,SENSATION OF FOREIGN BODY,8,5744,705,1402830,2.9101070257513197,5752,713,1409287,2.9393,2.9422,1.4953,5.7891,7.2726,0.007001279367155186,0.012170756707783026,True,2.6841,1.4565,4.6181,1.3176,0.3179,3,False,None
amlodipine,negative_control,neg,SENSE OF OPPRESSION,6,5746,70,1403465,0.3101937362652178,5752,76,1409287,22.4933,22.5176,10.0789,50.3073,87.1904,9.855886191118389e-21,4.340827749148887e-20,True,15.1401,7.4463,28.1197,3.0041,1.8497,4,True,Moderate
amlodipine,negative_control,neg,SENSITIVE SKIN,3,5749,939,1402596,3.8447697310767786,5752,942,1409287,0.9089,0.9088,0.318,2.5969,0.0311,0.8600981369879301,0.9211768458155656,False,0.7777,0.2819,1.8048,-0.3119,-1.9445,0,False,None
amlodipine,negative_control,neg,SENSORY LOSS,44,5708,425,1403110,1.9142218724787783,5752,469,1409287,25.5147,25.7058,18.8559,35.044,907.4405,2.367881449065281e-199,4.148010851984905e-198,True,21.9814,17.0499,27.9778,4.2042,3.7779,4,True,Strong
amlodipine,negative_control,neg,SEPSIS,59,5693,7221,1396314,29.71329473698402,5752,7280,1409287,2.0101,2.0207,1.5636,2.6114,28.1487,1.1234223266798016e-07,2.9840589444493197e-07,True,1.9813,1.592,2.4421,0.9777,0.6096,3,False,None
amlodipine,negative_control,neg,SEPTIC SHOCK,48,5704,3067,1400468,12.713861690344125,5752,3115,1409287,3.8573,3.8816,2.9195,5.1608,95.7794,1.2842448943761973e-22,5.915868891957811e-22,True,3.7527,2.9431,4.7289,1.8759,1.4678,3,False,None
amlodipine,negative_control,neg,SEROTONIN SYNDROME,126,5626,1501,1402034,6.640594853993544,5752,1627,1409287,20.5539,20.9935,17.4769,25.2178,2138.6415,0.0,0.0,True,18.7285,16.1404,21.6339,4.1469,3.895,4,True,Strong
amlodipine,negative_control,neg,SERUM AMYLOID A PROTEIN INCREASED,6,5746,36,1403499,0.1714228542518309,5752,42,1409287,43.446,43.494,18.8742,100.2282,166.3194,4.710798734133553e-38,2.8807745161057173e-37,True,23.1888,11.4048,43.0684,3.2751,2.1207,4,True,Strong
amlodipine,negative_control,neg,SERUM FERRITIN INCREASED,3,5749,401,1403134,1.6489245980414209,5752,404,1409287,2.1267,2.1274,0.7426,6.0949,0.4412,0.5065435935156031,0.5982000003486906,False,1.76,0.638,4.0844,0.7037,-0.9288,0,False,None
amlodipine,negative_control,neg,SHOCK,99,5653,1312,1402223,5.758991603555557,5752,1411,1409287,18.4949,18.8028,15.3105,23.0918,1501.0958,0.0,0.0,True,16.9351,14.315,19.9203,3.9907,3.7065,4,True,Strong
amlodipine,negative_control,neg,SHOCK HAEMORRHAGIC,5,5747,514,1403021,2.1182966989690533,5752,519,1409287,2.608,2.6095,1.1259,6.0483,2.6898,0.10099064272624987,0.14378494017492138,False,2.2893,1.0495,4.4841,1.0708,-0.1938,1,False,None
amlodipine,negative_control,neg,SHOULDER FRACTURE,7,5745,534,1403001,2.208089622624774,5752,541,1409287,3.4233,3.4264,1.6659,7.0476,8.3797,0.0037943879538572473,0.006833604678802735,True,3.0692,1.5941,5.4656,1.4696,0.4009,3,False,None
amlodipine,negative_control,neg,SINUS ARREST,5,5747,64,1403471,0.2816232605565793,5752,69,1409287,20.8033,20.8222,8.7145,49.7524,63.4483,1.6463536218535367e-15,6.226593826240941e-15,True,13.6153,6.2419,26.6687,2.8149,1.5503,4,True,Moderate
amlodipine,negative_control,neg,SINUS BRADYCARDIA,24,5728,448,1403087,1.9264663620681948,5752,472,1409287,13.327,13.3797,8.9019,20.1101,242.6626,1.0331329440724671e-54,7.739314842594663e-54,True,11.9281,8.4341,16.4792,3.3359,2.7587,4,True,Strong
amlodipine,negative_control,neg,SINUS CONGESTION,58,5694,1022,1402513,4.408016252189937,5752,1080,1409287,13.958,14.0911,10.8132,18.3625,642.5751,9.202459478180417e-142,1.2781193719695024e-140,True,12.9061,10.3508,15.936,3.5752,3.2039,4,True,Strong
amlodipine,negative_control,neg,SINUS DISORDER,47,5705,1507,1402028,6.342645607317743,5752,1554,1409287,7.6872,7.7428,5.7937,10.3477,255.5731,1.5831134379598011e-57,1.2238429355297204e-56,True,7.3143,5.7213,9.239,2.7953,2.3828,4,True,Moderate
amlodipine,negative_control,neg,SINUS NODE DYSFUNCTION,3,5749,130,1403405,0.5428390384641312,5752,133,1409287,6.5431,6.5465,2.2637,18.9323,7.086,0.00776898311204949,0.01340754402543978,True,4.8379,1.7538,11.2276,1.7468,0.1143,3,False,None
amlodipine,negative_control,neg,SINUS RHYTHM,11,5741,30,1403505,0.16734135772202538,5752,41,1409287,91.9872,92.1694,46.7538,181.7007,640.6336,2.433001479827053e-141,3.3759898238428066e-140,True,43.0035,25.6083,68.6645,4.1071,3.2545,4,True,Strong
amlodipine,negative_control,neg,SINUS TACHYCARDIA,7,5745,758,1402777,3.1223448453012055,5752,765,1409287,2.4123,2.4142,1.1755,4.9582,3.6708,0.05537330906896577,0.08320663292249848,False,2.1956,1.1403,3.9099,1.05,-0.0188,1,False,None
amlodipine,negative_control,neg,SINUSITIS,80,5672,9015,1394520,37.121210938581,5752,9095,1409287,2.1784,2.1951,1.7599,2.7379,48.8948,2.700606887703336e-12,9.069661109659428e-12,True,2.1512,1.7837,2.576,1.0974,0.7813,3,False,None
amlodipine,negative_control,neg,SKELETAL INJURY,6,5746,324,1403211,1.346893854835814,5752,330,1409287,4.8868,4.8912,2.2492,10.6367,12.8615,0.00033541707801904984,0.000685805641915856,True,4.2138,2.0725,7.8263,1.8153,0.6609,3,False,None
