prod_ai,group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength
amlodipine,negative_control,neg,SKIN BURNING SENSATION,13,5739,3550,1399985,14.542372135696986,5752,3563,1409287,0.9276,0.9275,0.5431,1.5837,0.0752,0.7838942904934307,0.854893958209102,False,0.8918,0.5544,1.3746,-0.1561,-0.9403,0,False,None
amlodipine,negative_control,neg,SKIN CANCER,5,5747,1591,1401944,6.514068461569574,5752,1596,1409287,0.8431,0.843,0.3648,1.9479,0.1587,0.6903651440063148,0.7730705947535031,False,0.7654,0.3509,1.4992,-0.3508,-1.6154,0,False,None
amlodipine,negative_control,neg,SKIN DISCOLOURATION,24,5728,2972,1400563,12.22816360329727,5752,2996,1409287,2.0108,2.0151,1.3529,3.0016,10.4551,0.0012231070404074421,0.002346316666147714,True,1.9523,1.3804,2.6972,0.9448,0.3676,3,False,None
amlodipine,negative_control,neg,SKIN DISORDER,15,5737,2858,1400677,11.726139530131194,5752,2873,1409287,1.3229,1.3238,0.803,2.1822,0.6602,0.4164887496237435,0.5068236166116836,False,1.2736,0.819,1.9084,0.3423,-0.3878,0,False,None
amlodipine,negative_control,neg,SKIN EXFOLIATION,63,5689,7102,1396433,29.24392263605639,5752,7165,1409287,2.1812,2.1944,1.7117,2.8132,38.1677,6.491739856504233e-10,1.9553433302723593e-09,True,2.1493,1.7395,2.6319,1.0942,0.7379,3,False,None
amlodipine,negative_control,neg,SKIN FISSURES,3,5749,2797,1400738,11.428190283455393,5752,2800,1409287,0.3052,0.3048,0.1068,0.8698,5.5336,0.018654300777957787,0.030386630201532563,True,0.2657,0.0963,0.6165,-1.7689,-3.4015,0,False,None
amlodipine,negative_control,neg,SKIN HAEMORRHAGE,43,5709,1912,1401623,7.979325715769748,5752,1955,1409287,5.549,5.5837,4.1296,7.5497,150.1659,1.5947408463053643e-34,9.264445641198947e-34,True,5.3349,4.1256,6.8087,2.359,1.9278,4,True,Moderate
amlodipine,negative_control,neg,SKIN IRRITATION,3,5749,2280,1401255,9.318056577545951,5752,2283,1409287,0.3744,0.374,0.1311,1.0676,3.6535,0.0559510247236457,0.08397208126513779,False,0.3252,0.1179,0.7548,-1.4881,-3.1206,0,False,None
amlodipine,negative_control,neg,SKIN LACERATION,7,5745,1343,1402192,5.510020315237422,5752,1350,1409287,1.3619,1.3624,0.6644,2.7938,0.1788,0.6724334340516096,0.7566094402518301,False,1.2594,0.6541,2.2427,0.3195,-0.7492,0,False,None
amlodipine,negative_control,neg,SKIN LESION,19,5733,2170,1401365,8.934395903744234,5752,2189,1409287,2.1918,2.1959,1.4049,3.4321,10.2994,0.0013307520650950055,0.002537961334387294,True,2.1109,1.4279,3.0298,1.0475,0.3988,3,False,None
amlodipine,negative_control,neg,SKIN MASS,6,5746,591,1402944,2.436653428293882,5752,597,1409287,2.6809,2.6828,1.2379,5.8142,3.8686,0.04919626641153154,0.07468556294463671,False,2.3961,1.1785,4.4503,1.1463,-0.0081,1,False,None
amlodipine,negative_control,neg,SKIN ODOUR ABNORMAL,4,5748,204,1403331,0.8489512781995434,5752,208,1409287,5.3684,5.3719,2.1101,13.6754,8.3137,0.003934773390209982,0.007068311716672419,True,4.322,1.8013,9.0822,1.7381,0.3242,3,False,None
amlodipine,negative_control,neg,SKIN PAPILLOMA,3,5749,285,1403250,1.1754710005839832,5752,288,1409287,2.9908,2.992,1.0424,8.5878,1.4989,0.2208389261435546,0.290577534399414,False,2.4186,0.8768,5.613,1.0628,-0.5698,1,False,None
amlodipine,negative_control,neg,SKIN ULCER,10,5742,1653,1401882,6.787528729066542,5752,1663,1409287,1.5492,1.5502,0.8446,2.8455,1.0897,0.2965373306319591,0.3773553297231815,False,1.4614,0.8478,2.3838,0.5269,-0.3673,0,False,None
amlodipine,negative_control,neg,SKIN WEEPING,5,5747,832,1402703,3.416212595447201,5752,837,1409287,1.6118,1.6124,0.6968,3.7308,0.3454,0.556703632510342,0.6488643681965662,False,1.4418,0.661,2.824,0.49,-0.7746,0,False,None
amlodipine,negative_control,neg,SKIN WRINKLING,9,5743,238,1403297,1.008129642861958,5752,247,1409287,9.7177,9.7321,5.0859,18.6231,55.9135,7.573190614847408e-14,2.700134434831986e-13,True,8.245,4.6389,13.7833,2.6552,1.7126,4,True,Moderate
amlodipine,negative_control,neg,SLEEP APNOEA SYNDROME,21,5731,1221,1402314,5.0692186900184275,5752,1242,1409287,4.2941,4.3065,2.8093,6.6016,47.2056,6.391617557639917e-12,2.1171425774800985e-11,True,4.08,2.8147,5.7583,1.9488,1.3317,3,False,None
amlodipine,negative_control,neg,SLEEP DISORDER,57,5695,6447,1397088,26.546053429854954,5752,6504,1409287,2.1757,2.1876,1.6852,2.8398,34.0952,5.248046729225648e-09,1.504542065229899e-08,True,2.1418,1.7143,2.6493,1.0881,0.7136,3,False,None
amlodipine,negative_control,neg,SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION,25,5727,2712,1400823,11.171056002077647,5752,2737,1409287,2.2935,2.2993,1.5555,3.3988,15.9999,6.334526420102626e-05,0.00013835963971051937,True,2.2244,1.5842,3.0539,1.1276,0.562,3,False,None
amlodipine,negative_control,neg,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, INSOMNIA TYPE",5,5747,1078,1402457,4.420260741779353,5752,1083,1409287,1.2441,1.2444,0.5381,2.8775,0.0014,0.9696723521812709,1.0,False,1.1208,0.5138,2.1953,0.1607,-1.1039,0,False,None
amlodipine,negative_control,neg,SLEEP DISORDER THERAPY,16,5736,35,1403500,0.20815632302008036,5752,51,1409287,113.3926,113.7159,63.3797,204.0293,1128.0335,2.667025345508292e-247,5.426017082241007e-246,True,53.8965,35.1615,79.7779,4.5423,3.8353,4,True,Strong
amlodipine,negative_control,neg,SMALL INTESTINAL OBSTRUCTION,3,5749,898,1402637,3.6774283733547533,5752,901,1409287,0.9503,0.9503,0.3325,2.7157,0.0086,0.9261082793681432,0.9781666395044836,False,0.8123,0.2945,1.885,-0.2553,-1.8878,0,False,None
amlodipine,negative_control,neg,SNEEZING,48,5704,2191,1401344,9.13847073023451,5752,2239,1409287,5.3992,5.4366,4.0854,7.2346,161.9515,4.239164373200985e-37,2.5605108314788912e-36,True,5.2066,4.0834,6.5611,2.3311,1.923,4,True,Moderate
amlodipine,negative_control,neg,SNORING,20,5732,262,1403273,1.1509820214051503,5752,282,1409287,19.0526,19.1171,12.1869,29.9884,293.7786,7.468646604844167e-66,6.313039393779454e-65,True,16.1603,11.0436,22.9937,3.6342,3.0019,4,True,Strong
amlodipine,negative_control,neg,SOFT TISSUE MASS,3,5749,34,1403501,0.1510153716028034,5752,37,1409287,24.7502,24.7646,8.2448,74.3842,36.6882,1.3861360799866709e-09,4.107172997148131e-09,True,12.7156,4.6096,29.5096,2.4266,0.794,4,True,Moderate
amlodipine,negative_control,neg,SOLAR LENTIGO,3,5749,129,1403406,0.5387575419343257,5752,132,1409287,6.5937,6.5971,2.2809,19.0806,7.1695,0.007415533731489066,0.01283943215629343,True,4.8694,1.7652,11.3005,1.7525,0.1199,3,False,None
amlodipine,negative_control,neg,SOMNOLENCE,102,5650,12766,1390769,52.52069734553714,5752,12868,1409287,1.9588,1.9762,1.6242,2.4043,46.2865,1.0216400284040595e-11,3.349453304947739e-11,True,1.9397,1.6437,2.2762,0.951,0.671,2,False,None
amlodipine,negative_control,neg,SOPOR,3,5749,451,1403084,1.8529994245316959,5752,454,1409287,1.8912,1.8918,0.6606,5.417,0.2269,0.6338258938001831,0.7207100750226227,False,1.5751,0.571,3.6554,0.5729,-1.0597,0,False,None
amlodipine,negative_control,neg,SPEECH DISORDER,15,5737,3272,1400263,13.41587909347067,5752,3287,1409287,1.1555,1.156,0.7013,1.9053,0.0882,0.7665151309940132,0.8403521764651178,False,1.1143,0.7165,1.6696,0.1555,-0.5746,0,False,None
amlodipine,negative_control,neg,SPINAL DEFORMITY,4,5748,86,1403449,0.3673346876824948,5752,90,1409287,12.6919,12.701,4.9217,32.7767,26.8269,2.2252184415401246e-07,5.810226945072904e-07,True,8.8774,3.6997,18.6546,2.3753,0.9614,3,False,None
amlodipine,negative_control,neg,SPINAL DISORDER,3,5749,753,1402782,3.085611376532956,5752,756,1409287,1.1332,1.1333,0.3964,3.2399,0.0,1.0,1.0,False,0.9636,0.3493,2.2364,-0.0349,-1.6674,0,False,None
amlodipine,negative_control,neg,SPINAL OSTEOARTHRITIS,5,5747,546,1402989,2.248904587922829,5752,551,1409287,2.4553,2.4567,1.0602,5.6925,2.2634,0.13246228967030094,0.18371591656200648,False,2.1614,0.9909,4.2337,1.0006,-0.264,1,False,None
amlodipine,negative_control,neg,SPINAL PAIN,11,5741,1087,1402448,4.481483189726436,5752,1098,1409287,2.5799,2.583,1.4439,4.6208,8.1222,0.004372727536982342,0.00781033315215422,True,2.4174,1.4395,3.8599,1.207,0.3544,3,False,None
amlodipine,negative_control,neg,SPRUE-LIKE ENTEROPATHY,5,5747,94,1403441,0.40406815645074423,5752,99,1409287,14.1991,14.2117,6.0132,33.5884,41.6925,1.0682012831886801e-10,3.3480596955021314e-10,True,10.2384,4.6938,20.0543,2.6049,1.3404,4,True,Moderate
amlodipine,negative_control,neg,SQUAMOUS CELL CARCINOMA,7,5745,556,1402979,2.297882546280495,5752,563,1409287,3.288,3.2909,1.6003,6.7675,7.719,0.005464414068452191,0.009640008074353524,True,2.9538,1.5341,5.26,1.4226,0.3538,3,False,None
amlodipine,negative_control,neg,STAPHYLOCOCCAL BACTERAEMIA,5,5747,355,1403180,1.469338750729979,5752,360,1409287,3.7744,3.7771,1.6264,8.7718,6.2783,0.01222273409217583,0.020468361473614156,True,3.2423,1.4864,6.3507,1.4817,0.2171,3,False,None
amlodipine,negative_control,neg,STAPHYLOCOCCAL INFECTION,6,5746,1801,1401734,7.3752642293585335,5752,1807,1409287,0.8803,0.8801,0.4073,1.902,0.1044,0.7465743572387709,0.8221447433646825,False,0.8109,0.3988,1.5061,-0.2769,-1.4313,0,False,None
amlodipine,negative_control,neg,STASIS DERMATITIS,3,5749,41,1403494,0.1795858473114419,5752,44,1409287,20.5754,20.5874,6.9131,61.3094,30.1057,4.091279247254074e-08,1.11422394566096e-07,True,11.3661,4.1204,26.3778,2.3646,0.7321,4,True,Moderate
amlodipine,negative_control,neg,STENOSIS,10,5742,258,1403277,1.0938410699878733,5752,268,1409287,9.9096,9.9259,5.3526,18.4069,64.8783,7.966779799811184e-16,3.0553822685183302e-15,True,8.4925,4.9263,13.8522,2.7198,1.8256,4,True,Moderate
amlodipine,negative_control,neg,STEROID DIABETES,3,5749,139,1403396,0.5795725072323806,5752,142,1409287,6.121,6.1241,2.1195,17.6949,6.3901,0.011475822157072808,0.01930964827935477,True,4.5724,1.6575,10.6113,1.6969,0.0643,3,False,None
amlodipine,negative_control,neg,STEVENS-JOHNSON SYNDROME,10,5742,939,1402596,3.873340206785417,5752,949,1409287,2.7266,2.7298,1.485,5.0179,8.2127,0.004159887621808048,0.0074545428771314185,True,2.5361,1.4712,4.1367,1.2636,0.3694,3,False,None
amlodipine,negative_control,neg,STOMA COMPLICATION,4,5748,196,1403339,0.8162993059610995,5752,200,1409287,5.587,5.5906,2.1952,14.238,8.8605,0.0029141316089406305,0.005332271583162672,True,4.4778,1.8662,9.4095,1.7734,0.3596,3,False,None
amlodipine,negative_control,neg,STOMATITIS,15,5737,5216,1398319,21.350308347412557,5752,5231,1409287,0.7249,0.7242,0.4396,1.1931,1.6156,0.20370081124741274,0.2703324852263369,False,0.7019,0.4513,1.0517,-0.4954,-1.2255,0,False,None
amlodipine,negative_control,neg,STRESS,67,5685,6364,1397171,26.248104183179155,5752,6431,1409287,2.5874,2.6063,2.0476,3.3173,62.264,3.003600708309146e-15,1.1250155014616534e-14,True,2.5457,2.0738,3.0986,1.3355,0.99,3,False,None
amlodipine,negative_control,neg,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,3,5749,85,1403450,0.3591716946228838,5752,88,1409287,9.9869,9.9924,3.4302,29.1085,12.8134,0.00034414283928655765,0.0007024781178351405,True,6.8179,2.4716,15.8225,2.0263,0.3938,3,False,None
amlodipine,negative_control,neg,SUBARACHNOID HAEMORRHAGE,7,5745,535,1403000,2.2121711191545796,5752,542,1409287,3.4169,3.42,1.6628,7.0343,8.3483,0.003860427164812132,0.006945755145276768,True,3.0638,1.5912,5.4559,1.4674,0.3987,3,False,None
amlodipine,negative_control,neg,SUBDURAL HAEMATOMA,6,5746,571,1402964,2.355023497697772,5752,577,1409287,2.7748,2.7768,1.2811,6.0186,4.2188,0.03997735484269398,0.06171281883095093,False,2.4761,1.2178,4.5989,1.1869,0.0325,2,False,None
amlodipine,negative_control,neg,SUBSTANCE ABUSE,7,5745,408,1403127,1.6938210598692813,5752,415,1409287,4.4792,4.4837,2.1766,9.2364,13.6973,0.00021475767911605825,0.00044709608566857577,True,3.9543,2.0537,7.0417,1.7734,0.7047,3,False,None
amlodipine,negative_control,neg,SUICIDAL IDEATION,10,5742,5226,1398309,21.370715830061584,5752,5236,1409287,0.4901,0.4892,0.2669,0.8968,5.573,0.018239359929464866,0.029753434965672062,True,0.4683,0.2717,0.7639,-1.0586,-1.9528,0,False,None
amlodipine,negative_control,neg,SUICIDE ATTEMPT,250,5502,3219,1400316,14.15871146189527,5752,3469,1409287,18.9823,19.8009,17.3652,22.5783,3937.4864,0.0,0.0,True,17.5492,15.7977,19.4506,4.095,3.9161,4,True,Strong
amlodipine,negative_control,neg,SUPERFICIAL SPREADING MELANOMA STAGE I,6,5746,0,1403535,0.024488979178832984,5752,6,1409287,3171.5571,3175.1434,178.8411,56371.4634,1229.2966,2.6205598916447804e-269,5.760545216357752e-268,True,53.0489,26.0908,98.5275,3.6315,2.4771,4,True,Strong
amlodipine,negative_control,neg,SUPRAVENTRICULAR EXTRASYSTOLES,5,5747,142,1403393,0.5999799898814081,5752,147,1409287,9.4162,9.4243,4.0196,22.0962,25.4577,4.5219968913280224e-07,1.1573738356253396e-06,True,7.3297,3.3603,14.3569,2.322,1.0574,3,False,None
amlodipine,negative_control,neg,SUPRAVENTRICULAR TACHYCARDIA,10,5742,493,1403042,2.0529927544921653,5752,503,1409287,5.1908,5.1984,2.8194,9.5848,27.1336,1.898693655468186e-07,4.982339693676525e-07,True,4.6908,2.721,7.6512,2.0401,1.1459,3,False,None
amlodipine,negative_control,neg,SURGERY,4,5748,5148,1398387,21.02787012155792,5752,5152,1409287,0.2132,0.2126,0.0843,0.5361,13.092,0.00029656299266045443,0.0006097440955870787,True,0.1921,0.0801,0.4037,-2.2582,-3.672,0,False,None
amlodipine,negative_control,neg,SUSPECTED COUNTERFEIT PRODUCT,4,5748,405,1403130,1.6693320806904484,5752,409,1409287,2.7074,2.7087,1.0694,6.8614,2.0164,0.1556067431722012,0.21257751799481037,False,2.3062,0.9611,4.8462,1.0527,-0.3612,1,False,None
amlodipine,negative_control,neg,SUSPECTED SUICIDE,48,5704,400,1403135,1.828510445352863,5752,448,1409287,29.5439,29.7866,22.0858,40.1726,1145.7957,3.6781940880477865e-251,7.587882908909769e-250,True,25.049,19.6451,31.5655,4.3805,3.9724,4,True,Strong
amlodipine,negative_control,neg,SWELLING,52,5700,7075,1396460,29.08882576792378,5752,7127,1409287,1.8102,1.8177,1.3838,2.3877,17.4253,2.988166870770583e-05,6.738336851225516e-05,True,1.7838,1.4126,2.228,0.8273,0.4351,2,False,None
amlodipine,negative_control,neg,SWELLING FACE,20,5732,3956,1399579,16.22803020250666,5752,3976,1409287,1.2641,1.265,0.819,1.954,0.6643,0.41505042537521597,0.5053234646541012,False,1.2286,0.8396,1.7482,0.2934,-0.3389,0,False,None
amlodipine,negative_control,neg,SWELLING OF EYELID,3,5749,855,1402680,3.501924022573117,5752,858,1409287,0.9981,0.9981,0.3492,2.8526,0.0,0.9991777249160885,1.0,False,0.8519,0.3088,1.9771,-0.1933,-1.8259,0,False,None
amlodipine,negative_control,neg,SWOLLEN TONGUE,11,5741,1427,1402108,5.869192009860305,5752,1438,1409287,1.9654,1.9673,1.1005,3.5168,3.6724,0.055319119202806466,0.08314214471585443,False,1.8544,1.1043,2.961,0.8525,-0.0001,1,False,None
amlodipine,negative_control,neg,SYNCOPE,87,5665,5603,1397932,23.22371525459328,5752,5690,1409287,3.8096,3.853,3.1145,4.7665,173.8135,1.0872182109857293e-39,6.809250551247045e-39,True,3.7338,3.1203,4.4388,1.883,1.5798,3,False,None
amlodipine,negative_control,neg,SYNOVITIS,6,5746,2015,1401520,8.24870448673691,5752,2021,1409287,0.7868,0.7866,0.364,1.6995,0.3728,0.5414956325682672,0.6333407803014781,False,0.7259,0.357,1.3483,-0.4286,-1.583,0,False,None
amlodipine,negative_control,neg,SYSTEMIC LUPUS ERYTHEMATOSUS,30,5722,3707,1399828,15.252552531883143,5752,3737,1409287,2.007,2.0124,1.4078,2.8766,13.3986,0.0002518058712938225,0.0005212091778815439,True,1.9585,1.4378,2.6182,0.9532,0.437,3,False,None
amlodipine,negative_control,neg,SYSTOLIC DYSFUNCTION,7,5745,75,1403460,0.33468271544405076,5752,82,1409287,24.235,24.2654,11.4525,51.4131,114.0457,1.2733736681139988e-26,6.419091457512469e-26,True,16.6208,8.6324,29.5978,3.1676,2.0988,4,True,Strong
amlodipine,negative_control,neg,TACHYARRHYTHMIA,8,5744,103,1403432,0.4530461148084102,5752,111,1409287,20.0358,20.064,9.9653,40.3965,110.0705,9.456798122351483e-26,4.6823689931079015e-25,True,14.837,8.051,25.528,3.1568,2.1571,4,True,Strong
amlodipine,negative_control,neg,TACHYCARDIA,80,5672,5384,1398151,22.30129703885724,5752,5464,1409287,3.6474,3.6849,2.9524,4.5992,147.8787,5.042591228148646e-34,2.9019984633317412e-33,True,3.575,2.9643,4.281,1.8199,1.5037,3,False,None
amlodipine,negative_control,neg,TACHYPNOEA,9,5743,987,1402548,4.065170543686276,5752,996,1409287,2.347,2.3492,1.2394,4.453,4.8614,0.027464582960801984,0.0434939444569282,True,2.1784,1.2257,3.6417,1.0573,0.1147,3,False,None
amlodipine,negative_control,neg,TASTE DISORDER,15,5737,3147,1400388,12.905692027244983,5752,3162,1409287,1.2014,1.202,0.7292,1.9812,0.1982,0.6561735445034125,0.741935028847472,False,1.158,0.7446,1.7351,0.2094,-0.5207,0,False,None
amlodipine,negative_control,neg,TELANGIECTASIA,6,5746,53,1403482,0.24080829525852435,5752,59,1409287,29.6407,29.6731,13.1404,67.0066,115.335,6.646694161410642e-27,3.37250563745466e-26,True,18.3194,9.0099,34.0245,3.1333,1.9789,4,True,Strong
amlodipine,negative_control,neg,TENDON DISORDER,6,5746,355,1403180,1.4734202472597846,5752,361,1409287,4.4607,4.4646,2.0544,9.7025,11.0518,0.0008860062439617369,0.0017309967796566368,True,3.8727,1.9047,7.1928,1.7197,0.5653,3,False,None
amlodipine,negative_control,neg,TENDONITIS,12,5740,859,1402676,3.5549834774605884,5752,871,1409287,3.5481,3.5536,2.0319,6.215,17.8401,2.402689734285877e-05,5.471618585875666e-05,True,3.3062,2.0143,5.1812,1.6242,0.8079,3,False,None
amlodipine,negative_control,neg,TENOSYNOVITIS,4,5748,204,1403331,0.8489512781995434,5752,208,1409287,5.3684,5.3719,2.1101,13.6754,8.3137,0.003934773390209982,0.007068311716672419,True,4.322,1.8013,9.0822,1.7381,0.3242,3,False,None
amlodipine,negative_control,neg,TENSION,3,5749,410,1403125,1.6856580668096703,5752,413,1409287,2.0801,2.0808,0.7264,5.9606,0.3951,0.5296115050431174,0.6218076653176774,False,1.7236,0.6248,3.9999,0.6793,-0.9533,0,False,None
amlodipine,negative_control,neg,TENSION HEADACHE,3,5749,307,1403228,1.2652639242397041,5752,310,1409287,2.7768,2.7779,0.9683,7.9696,1.2101,0.2713025908068488,0.349220107723276,False,2.2583,0.8187,5.241,0.9875,-0.6451,0,False,None
amlodipine,negative_control,neg,TERMINAL INSOMNIA,5,5747,274,1403261,1.1387375318157338,5752,279,1409287,4.8882,4.8919,2.1025,11.3823,9.9642,0.0015961159416449295,0.003014045594579786,True,4.1149,1.8865,8.06,1.7468,0.4823,3,False,None
amlodipine,negative_control,neg,TETANY,3,5749,148,1403387,0.6163059760006301,5752,151,1409287,5.75,5.7529,1.9926,16.6093,5.7816,0.01619491132459221,0.026675035403432173,True,4.3344,1.5713,10.0591,1.6486,0.0161,3,False,None
amlodipine,negative_control,neg,THERAPEUTIC PRODUCT EFFECT DECREASED,21,5731,5322,1398213,21.807435958750773,5752,5343,1409287,0.9855,0.9854,0.6447,1.5063,0.0044,0.9473025935293382,0.9958458594938164,False,0.9612,0.6631,1.3566,-0.0532,-0.6702,0,False,None
amlodipine,negative_control,neg,THERAPEUTIC PRODUCT EFFECT DELAYED,3,5749,608,1402927,2.493794379711159,5752,611,1409287,1.4033,1.4035,0.4907,4.0147,0.0,0.996857494253077,1.0,False,1.1844,0.4294,2.7487,0.2254,-1.4072,0,False,None
amlodipine,negative_control,neg,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,104,5648,9418,1394117,38.86400995680795,5752,9522,1409287,2.7068,2.7384,2.2543,3.3266,108.673,1.913927556338686e-25,9.403874568952572e-25,True,2.671,2.2672,3.1297,1.4086,1.1313,3,False,None
amlodipine,negative_control,neg,THERAPEUTIC PRODUCT INEFFECTIVE,8,5744,531,1403004,2.199926629565163,5752,539,1409287,3.9016,3.9059,1.9825,7.6953,12.8262,0.0003417998111778046,0.0006978885956357444,True,3.5166,1.9082,6.0506,1.6545,0.6548,3,False,None
amlodipine,negative_control,neg,THERAPEUTIC RESPONSE CHANGED,4,5748,311,1403224,1.2856714068887316,5752,315,1409287,3.5244,3.5264,1.39,8.9462,3.8303,0.05033534200268609,0.07625000457426516,False,2.9496,1.2293,6.1982,1.3335,-0.0804,1,False,None
amlodipine,negative_control,neg,THERAPEUTIC RESPONSE DECREASED,14,5738,4855,1398680,19.872806603622966,5752,4869,1409287,0.7286,0.7279,0.4344,1.2196,1.4636,0.22635815484000005,0.2968598545292079,False,0.7038,0.4454,1.0688,-0.4906,-1.2463,0,False,None
amlodipine,negative_control,neg,THERAPEUTIC RESPONSE SHORTENED,6,5746,5734,1397801,23.427790081083554,5752,5740,1409287,0.2765,0.2757,0.1277,0.5953,12.3316,0.00044536494809187846,0.0008992652955996177,True,0.2574,0.1266,0.4781,-1.8802,-3.0346,0,False,None
amlodipine,negative_control,neg,THERAPEUTIC RESPONSE UNEXPECTED,3,5749,2812,1400723,11.489412731402474,5752,2815,1409287,0.3036,0.3032,0.1062,0.8652,5.5895,0.018067991405894605,0.029496720889534634,True,0.2643,0.0958,0.6133,-1.7763,-3.4089,0,False,None
amlodipine,negative_control,neg,THERAPY CESSATION,8,5744,4323,1399212,17.67696147058761,5752,4331,1409287,0.4796,0.4789,0.2442,0.939,4.7985,0.028484960771044655,0.04498427959024718,True,0.4532,0.2459,0.7797,-1.0966,-2.0963,0,False,None
amlodipine,negative_control,neg,THERAPY CHANGE,5,5747,1068,1402467,4.379445776481298,5752,1073,1409287,1.2558,1.256,0.5432,2.9045,0.0033,0.9539504818150282,1.0,False,1.131,0.5185,2.2153,0.1727,-1.0919,0,False,None
amlodipine,negative_control,neg,THERAPY INTERRUPTED,3,5749,13046,1390489,53.25944821743194,5752,13049,1409287,0.0654,0.0649,0.0227,0.1851,47.1162,6.68990238398549e-12,2.2144537738731145e-11,True,0.0574,0.0208,0.1331,-3.9411,-5.5737,0,False,None
